#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      225.7   176.8    93.8   139.3   149.3   202.9   228.4   243.0   253.7   267.9   287.1   320.5   724.6  2613.2  6045.9  29953.6    30000  1745418497606  1745418507746
read      225.6   204.1    86.8   137.8   147.7   201.3   227.9   243.2   254.5   269.4   289.9   326.9   674.8  2701.5  6335.9  30064.8    30005  1745418509257  1745418519379
read      227.1   209.6    93.8   136.9   146.7   200.6   227.4   242.9   254.4   269.4   290.0   328.2   783.4  3019.2  6717.6  30029.8    30010  1745418520888  1745418530988
read      223.5   181.9    86.8   137.1   147.1   201.3   227.7   242.8   253.8   268.1   287.0   319.5   638.9  2613.0  6286.8  30018.5    30015  1745418532497  1745418542599
read      229.6   190.7    93.8   138.6   148.7   203.9   231.1   247.2   259.3   273.9   295.5   338.0   769.0  2774.5  6213.7  30029.2    30020  1745418544108  1745418554206
read      225.1   172.6    93.8   138.3   148.1   200.8   227.3   242.5   253.8   269.1   289.9   328.0   723.5  2590.9  5984.6  29889.4    30025  1745418555715  1745418565814
read      226.3   193.2    93.8   138.5   148.1   201.0   227.4   242.5   253.8   268.8   289.0   325.9   780.7  2703.4  6307.7  29973.1    30030  1745418567324  1745418577423
read      231.6   418.4    93.8   137.7   147.4   200.9   227.8   243.2   254.3   269.2   289.4   327.0   862.2  3115.0  8782.6  30094.4    30035  1745418578932  1745418589029
read      223.7   176.3    93.8   138.2   147.5   199.8   225.8   240.4   251.7   266.1   285.6   320.9   731.3  2666.6  5932.3  30019.6    30040  1745418590544  1745418600644
read      224.5   252.0    86.8   137.2   147.0   199.9   225.8   240.3   251.6   265.8   285.2   319.7   676.5  2724.9  9481.1  30035.2    30045  1745418602155  1745418612255
read      222.1   186.3    93.8   136.0   145.7   198.4   224.5   239.2   250.9   265.3   284.7   318.7   678.3  2865.4  6284.6  29956.5    30050  1745418613766  1745418623863
